Marca temporal,Evaluador ,Nombre ,Número la Mandíbula ,ID (Código de la Mandíbula),Impresión total [Izquierda],Mentón [Izquierda],Ángulo mandibular [Izquierda],Ángulo mandibular [Derecha ],Eversión gonial [Izquierda],Eversión gonial [Derecha ],Margen inferior [Izquierda],Cuerpo mandibular [Izquierda],Rama mandibular [Izquierda],Rama mandibular [Derecha ],Incisura mandibular / Escotadura sigmoidea [Izquierda],Incisura mandibular / Escotadura sigmoidea [Derecha ],Proceso condilar [Izquierda],Proceso condilar [Derecha ],Proceso coronoide [Izquierda],Proceso coronoide [Derecha ],Arco dental [Izquierda],Dientes (Número),Comentarios,Diente  [Izquierda]
10/12/2019 9:57:13,Obs 03,abigail ,37,Cona00037,0,0,No identificado,No identificado,No identificado,No identificado,+1,+1,+1,+1,+2,+1,No identificado,No identificado,+1,+1,+1,1,fractura de ambos condilos y de ambos ángulos mandibulares. ,
10/12/2019 9:58:58,Obs 03,abigail ,19,Cona00019,+1,+1,0,0,+1,+1,+1,+1,+1,+1,-1,-1,+1,+1,+1,+1,0,4,,
10/12/2019 12:17:27,Obs 03,abigail ,27,Cona00027,+1,-1,+1,0,+1,+1,+2,+1,+1,+1,-1,0,+2,No identificado,+2,No identificado,0,2,fractura de cóndilo derecho. ,
10/12/2019 12:19:12,Obs 03,abigail ,53,Cona00053,0,-1,+1,No identificado,+1,No identificado,+1,0,+1,0,-1,+1,+1,-1,+1,+1,0,1,fractura de ángulo mandibular del lado derecho. ,
10/12/2019 12:20:36,Obs 03,abigail ,74,Cona00074,0,+2,-1,0,+1,+1,+1,+1,+1,0,-1,+1,+1,No identificado,+1,+1,0,2,fractura de condilo derecho.,
10/12/2019 12:22:07,Obs 03,abigail ,15,Cona00015,0,+1,+1,+1,0,+1,+2,+1,+1,+1,+1,+1,+1,0,+1,+1,+1,2,,
10/12/2019 12:23:36,Obs 04,abigial ,69,Cona00069,0,-1,+1,+1,0,+1,0,0,+1,+1,0,-1,+1,+1,+1,+1,+1,0,reabsorción ósea generalizada. ,
10/12/2019 12:25:16,Obs 03,abigail ,08,08,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,No identificado,No identificado,0,0,-1,5,fractura de porciones de ambos condilos. ,
10/12/2019 12:27:45,Obs 03,abigail ,02,Cona00002,-1,+1,-1,-1,0,+1,0,+1,-1,-1,-1,-2,0,0,0,0,+1,0,,
10/12/2019 12:32:38,Obs 03,abigail ,31,Cona00031,0,+1,+1,+1,+1,+1,+1,+1,0,0,0,0,0,+1,+1,+1,-1,1,,
10/12/2019 12:35:44,Obs 03,abigail ,44,Cona00044,+1,+2,0,0,+1,+1,+2,+2,+1,+1,+1,-1,No identificado,No identificado,+2,+2,+1,7,fractura de ambos condilos. ,
10/12/2019 12:37:46,Obs 03,abigail ,18,Cona00018,-1,-1,0,-1,+1,+1,0,+1,+1,-1,-1,-1,+1,No identificado,-1,-1,-2,3,fractura de una porción del cóndilo derecho. ,
10/12/2019 12:45:31,Obs 03,abigail ,21,Cona00021,-1,+1,-1,-1,+1,+1,+1,+1,+1,+1,0,-1,+1,+1,+1,0,+2,0,pequeñas fracturas del cóndilo derecho. ,
10/12/2019 12:47:13,Obs 03,abigail ,23,Cona00023,+1,+2,+1,0,0,0,0,0,+1,0,-1,-1,No identificado,+1,+1,+1,+1,1,fractura de una porción del cóndilo izquierdo. ,
10/12/2019 12:48:43,Obs 03,abigail ,57,Cona00057,-1,-1,0,-1,+1,+1,+1,+1,0,0,+1,-1,0,+1,-1,-1,0,1,,
10/12/2019 12:50:48,Obs 03,abigail ,77,Cona00077,0,-1,No identificado,No identificado,No identificado,No identificado,+1,+1,0,0,+1,+1,No identificado,No identificado,0,No identificado,+1,0,"patología referente con la densidad del hueso, faltan porciones de hueso en zonas como ambos condilos, angulos y proceso coronoides del lado derecho. ",
10/12/2019 12:53:50,Obs 03,abigail ,34,Cona00034,0,-1,+1,+1,+1,+1,0,0,+1,+1,+1,+1,+1,0,+1,+1,+1,1,,
10/12/2019 12:55:08,Obs 03,abigail ,05,Cona00005,-1,-2,-1,-1,+1,+1,0,+1,+1,0,-1,+1,+1,0,+1,+1,-1,1,,
10/12/2019 12:56:30,Obs 03,abigail ,28,Cona00028,0,+1,0,-1,0,0,0,0,+1,+1,0,0,No identificado,No identificado,+1,+1,+1,3,fractura de ambos condilos. ,
10/12/2019 12:57:52,Obs 03,abigail ,16,Cona00016,+1,+2,+1,+1,+1,+1,0,0,+1,+1,-2,-2,-2,-1,+2,+2,+1,0,,
10/12/2019 12:59:06,Obs 03,abigail ,73,Cona00073,0,-1,-1,-1,0,0,0,0,+1,+1,0,0,No identificado,+1,+1,+1,+1,0,fractura de cóndilo izquierdo. ,
10/12/2019 13:00:17,Obs 03,abigail ,58,Cona00058,+1,-1,0,-1,+1,0,+1,+1,+1,+1,0,0,+2,+2,+1,+1,0,0,,
10/12/2019 13:02:16,Obs 03,abigail ,19,Cona00019,0,+1,-1,-1,-1,-1,0,+1,0,0,-2,-2,No identificado,+1,+1,0,+1,4,fractura de la parte posterior del cóndilo ,
